TransactionID,CustomerID,Date,Amount,PaymentType,CreditScore,Defaulted
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,7ed62e8c-44c5-4f6a-a5c3-ea24adb94578,2022-01-02,113.99,PayPal,771,0
451b4cf3-6123-4df7-b656-af7229d4beef,6c1c0ab6-0f80-44cc-93d2-9821d42de47a,2022-01-02,343.78,Debit Card,607,0
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,124abc16-de4c-4944-8678-4f498bdeb84a,2022-01-02,212.1,Credit Card,659,0
5304317f-af42-412f-b838-b3268e944239,e3164f25-e22f-4d1a-b6ec-f3f9735902cf,2022-01-02,121.73,Debit Card,662,0
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,374e3e12-ebed-45d4-84f2-99efc26cd636,2022-01-02,93.66,Wire Transfer,649,0
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,666a7861-1494-4dbd-bf6f-4f21ce64a89a,2022-01-02,258.76,PayPal,652,0
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,e31896d5-7216-406c-b1ab-2c49ec817e3e,2022-01-02,338.34,PayPal,606,0
9132b63e-f162-47e4-a9c3-49e03602f8ac,57a9b67f-e35f-41db-8a12-0876c74de5e3,2022-01-02,318.12,Credit Card,667,0
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,086c030f-f0fd-4ea9-82c2-7f97af6c9a31,2022-01-02,80.1,Debit Card,558,0
e27a984d-6548-41d0-bfcd-9eb1a7cad415,356bf588-32c2-461a-9553-507b4a8c6e28,2022-01-02,129.85,PayPal,739,0
24933b83-7577-40a9-a491-f0b2ea1fca65,75766872-d5cb-40a3-a9cb-fc4e2f4bc0ce,2022-01-02,112.14,Debit Card,735,0
beb79919-3f22-4af8-a3be-d01d43cf2fde,4797fe1e-eab4-4ce8-80f9-60502efc7709,2022-01-02,143.83,Wire Transfer,633,0
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,da51db69-394f-4cb9-93db-c3a56071b669,2022-01-02,295.11,Wire Transfer,702,0
956269f0-e5d7-4875-adad-d6c795a76d79,70c92b33-ceef-4d5c-9cef-3d321cf63fae,2022-01-02,410.23,Credit Card,635,0
ff50bde4-3825-47b8-9cab-cc97663f1c97,c85336db-4754-420a-902d-f7cf28efd75b,2022-01-02,217.85,PayPal,650,0
7e570ddf-8270-40a8-a369-b584ff5e9ff0,3dddd241-fa98-4619-aee8-3e03718fda3f,2022-01-02,96.48,PayPal,615,0
dc713d96-0c0f-4195-817a-f08a1745d6d8,8a38ef1d-015d-441f-8e22-0c2dea771919,2022-01-02,162.08,Debit Card,690,0
28f49481-a0a0-4dc4-a720-9bdf1c11f735,0852a95e-9015-444f-b539-1cd538e8279f,2022-01-02,461.25,Wire Transfer,620,0
98ae4334-6c12-4ce8-ae34-0454cac5b68c,edfc1ab2-c198-4cfb-a5cf-9236bdce8c96,2022-01-02,178.16,PayPal,689,1
988c24c9-61b1-4d22-a280-1c4510435a10,28018e89-0f94-42f9-8296-8a4a53398474,2022-01-02,130.97,Credit Card,647,0
405cacec-8774-49a9-b7d2-1e02ff01cf99,ba80c88b-9da3-4777-998c-1a48e187ab6d,2022-01-03,139.89,Credit Card,649,0
f143262f-dc5c-4eed-8da0-365bf89897b9,8ccf8851-fc94-4bc1-914f-c8aa9cdd1043,2022-01-03,217.15,PayPal,575,0
1d53434b-b881-49b9-ae27-0da702f06b90,9a870bf7-b2e9-4a66-9bd5-72b4533679f2,2022-01-03,82.56,Credit Card,652,0
c0398710-8976-4334-a281-7efdae849217,3990d711-9ace-4bb2-bcf8-0f7f380f52f3,2022-01-03,109.92,PayPal,592,0
5715bd6f-a416-4293-84c2-e2e3444ea7c8,2872edca-b362-43ce-b646-c493209186d6,2022-01-03,314.98,PayPal,653,0
287d06ca-6f4c-469a-8b22-d3081c8eaee9,2e206e6f-7e46-4b4e-8213-89d9fdc642fe,2022-01-03,212.81,PayPal,746,0
b8db0672-f42d-47cc-80d4-af5974273ca3,28fa0a73-1646-413d-9c76-39e58a799c75,2022-01-03,179.52,PayPal,580,0
f8cda88b-436d-46e2-b83c-fe0be037e5ed,d27ebe78-1e2c-4bca-9295-626be5121da2,2022-01-03,325.6,Debit Card,642,1
81f76d1c-2dbc-4134-830f-f46e8026695f,a6f7b85d-591a-41ea-b8e2-aae3633ad91a,2022-01-03,91.47,PayPal,618,0
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,c5bc4663-f995-4e6a-8c68-36090c39de51,2022-01-03,127.84,Credit Card,597,0
81f631d4-a392-41a7-9777-a4774c66e0a8,0f3b5f06-6de2-4a01-912d-bd50902ead79,2022-01-03,207.89,Wire Transfer,610,0
5fb8d16c-2720-497d-b2eb-d6899be578c7,b7f156e8-6e31-47bd-9498-0e1d201cbf3b,2022-01-03,202.69,Debit Card,723,0
f4188f3f-8a14-4e62-a95b-4715c333e861,a5588005-6527-4d38-b3db-22db6b76c990,2022-01-03,42.58,Wire Transfer,736,0
eb2263dd-87c5-421e-ac24-a3c5c754108f,7420431e-2bf0-4535-92f5-c7bc54c4c8ba,2022-01-03,118.05,Wire Transfer,597,1
7d154385-52fb-443b-9954-6eb400257ad1,a4ff58a2-8d8f-494c-aa8c-5fdbdcee656d,2022-01-03,146.7,Wire Transfer,670,0
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,3495aef4-fa2b-470f-9b1c-1cd74dc0c04c,2022-01-03,224.46,Wire Transfer,604,0
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,9f9905ad-43c8-4b21-bd3f-9e08968e83ca,2022-01-03,202.18,Wire Transfer,616,0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,5fa686f0-961d-4530-a068-f9edbfb9209f,2022-01-03,157.24,Credit Card,547,0
14296c07-f26b-4776-913e-4de2e0c53cb8,00256416-b908-403c-b3e0-72cb05fd35aa,2022-01-03,21.41,PayPal,756,0
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,6f52449a-8bcf-476c-9bf2-127381734b33,2022-01-03,163.27,Credit Card,704,0
885f6e66-c2b6-42c5-ba5d-310011b7e948,6b2fa6bc-00b6-4b48-90e9-9af04d257207,2022-01-03,174.56,Debit Card,617,0
a8e56e0c-20de-435d-a031-d750c40db9b4,5d06fdc3-fe64-41f0-bec2-eadebf88f749,2022-01-03,729.8,Credit Card,664,0
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,defc4d67-d8b3-480d-a9ac-2a33c0e7d2f1,2022-01-03,143.05,Debit Card,630,0
9b49bd26-df57-459a-8715-a10343dac043,8baf1516-0b6a-4167-ab6d-ee52058e2844,2022-01-03,208.71,PayPal,697,0
edcd465e-3638-4821-b6e0-7cc06c52c49f,ec202e90-b701-4da2-aa44-7966029e6783,2022-01-04,362.02,Wire Transfer,632,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,d7a7d4f6-f5b7-4414-90a6-c5b41a70bcdb,2022-01-04,283.81,PayPal,640,0
66245bfa-4fcc-439a-b683-d2e6337ea2df,0be4a2fb-9853-4a5f-abf8-4a05d82d6078,2022-01-04,421.28,Credit Card,616,0
5f987c71-a65e-488e-abf3-ad39fec21bbe,13e7b504-c58a-4c51-afa8-e33b2a78ae7c,2022-01-04,43.29,Credit Card,680,0
7394988f-847f-49b4-a64d-1bcb702753a1,d34585a2-c6d1-40fa-9f14-4f16e7744ce2,2022-01-04,68.71,PayPal,760,0
1064005c-3985-43cf-bf76-be1d1efa2197,d05858ea-e1d2-4681-8c9e-7893f1ca8560,2022-01-04,103.73,PayPal,635,1
8dcdcd03-969b-4662-8562-8059568cc69b,478cd79d-0856-4c4b-9ea4-6e7d3cfa73f8,2022-01-04,35.93,Credit Card,635,1
01d74256-3860-4ab6-96a4-02f23ae8cc93,e9f35e11-928a-44dd-8ace-87b74250f956,2022-01-04,175.68,PayPal,648,1
0f1259e0-a18f-46b6-b535-106e122c9a56,2c60d815-39a4-471d-95b4-3eed08db3427,2022-01-04,73.92,Debit Card,663,0
080aadfb-e7c9-4b26-9141-25c63a9bedd4,f505b662-5937-4710-a829-1eebe614a0d9,2022-01-04,457.52,Debit Card,635,0
839fbc50-1223-4513-9496-f63cdc1110c1,2c5e405e-34cf-4b7f-bf4c-d64f3142feb2,2022-01-04,84.62,Credit Card,630,0
7c441fe7-ab42-40a7-874a-493b3ceddf2d,3ea34052-2af3-4711-b518-75ec01adf395,2022-01-04,128.45,Credit Card,654,0
b92da22b-21df-406f-8a0b-3c3336d8393a,276a3335-0a6d-4d8b-9136-5b345b867d34,2022-01-04,295.3,PayPal,562,0
93829b43-922f-415a-a1e3-db63ef7ddc76,a6e7e684-e7e6-4a6d-9fce-2980cf41205c,2022-01-04,52.91,PayPal,622,0
7914c120-c8dc-419f-be35-11287900f7f9,da7f6f61-5813-426f-94d5-a185ce2c1dad,2022-01-04,33.36,Wire Transfer,549,0
1825bc54-30be-445f-a835-14f2ceb81f9d,9e41d0e7-1d0f-48c2-8f33-7fe5f93268ef,2022-01-04,191.66,Debit Card,625,0
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,fd43754e-39eb-405a-bab9-0085e27e12e4,2022-01-04,202.52,Credit Card,602,0
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,cbd4b8db-541c-4f78-889f-3f1a566fe0df,2022-01-04,289.35,Credit Card,681,0
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,088c436b-e5c0-43c2-aed5-d608b7c92e13,2022-01-04,243.54,Credit Card,613,0
0f844fef-1931-49ee-a56c-0941fbf24050,94b58d54-67a2-4ab3-9af6-009939dd843f,2022-01-04,208.02,Credit Card,631,0
ccf3a171-56dc-4907-ba6c-34ab6712303a,cefc3837-8dec-4c17-902b-368081196352,2022-01-04,93.39,Wire Transfer,542,1
310c0c00-3fa7-4104-9bf9-0e27dc96925e,c88aca21-b1f4-4d88-88eb-14a58f6d56fd,2022-01-04,198.48,Debit Card,701,0
23e2fcb4-72d8-467d-894a-05e430b187ef,c14b2769-3192-4584-9fb0-272735496673,2022-01-04,207.44,Wire Transfer,595,0
766ecb15-474e-4c19-aef9-12766c006f61,e009a2cd-3157-409a-bedf-dad0c6988643,2022-01-04,90.41,Debit Card,625,0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,3f0cd8c9-d98c-4dc3-8b67-2fac298604bc,2022-01-05,542.21,Credit Card,688,0
db20a56e-dc81-4fe7-8eda-8bbb71710434,97939217-29c8-488c-ab4c-864364e4abc2,2022-01-05,235.63,Debit Card,689,0
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,cfd51f1e-01da-4440-a1db-f7f76d3fcc72,2022-01-05,69.85,Credit Card,594,0
03c72ba8-d605-4770-8a63-f881ffd0f9d5,9077f90f-58c9-4bb8-86d2-af43899348fc,2022-01-05,290.33,Wire Transfer,676,0
c0e9ab30-ed26-42e9-97e0-11b7f8102383,fff44899-89d2-4791-bd8c-182fbf228ef3,2022-01-05,324.54,Debit Card,592,0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2056dff5-1f58-4eca-bb01-7c93a525e50b,2022-01-05,225.84,PayPal,661,0
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,44fbb5b9-c9e5-4194-b746-682ad4e73adb,2022-01-05,136.95,Debit Card,610,0
2a25a888-0f02-4ad0-a706-7ef466aa9385,2964aa99-1728-4576-852d-52fac0ae3ba6,2022-01-05,87.07,Credit Card,599,0
63f2ae24-fc3d-4348-808d-4127610461e3,71bfad6c-0eba-4e49-946c-f4bee1344504,2022-01-05,156.91,PayPal,651,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,9933a462-c058-4c0f-9555-c133c7b30b41,2022-01-05,214.7,Credit Card,613,0
b253d218-6c4a-47ea-8906-17f2747b6dba,dfe38af0-e85d-4aae-9024-7f99648ff83f,2022-01-05,168.35,PayPal,750,0
c88a618e-fed4-457d-bb02-6576f512c4c3,224717f9-9d62-405d-99e4-8a169c9a3db3,2022-01-05,433.55,PayPal,619,0
7c967f79-b7e9-4aca-a970-65e18e46d534,24843f73-1e2e-4b93-8e72-f8dff38d906a,2022-01-05,261.19,Debit Card,590,0
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,66c7f340-7f14-4bb6-b78c-0ea03e2358f8,2022-01-05,78.69,Debit Card,605,1
bc594585-9445-48c0-8ef8-c2d6f7fd5646,75b4849c-7b2a-41ba-9343-d7f932b5e3d0,2022-01-05,63.12,PayPal,649,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,47218489-5f27-4ba7-9687-0bf14f19f810,2022-01-05,237.04,PayPal,655,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,03cfaa49-e80a-46e7-90c8-f7c928f93da0,2022-01-05,139.45,PayPal,665,0
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,c65e23c7-9865-4bba-aea8-16ef624949a0,2022-01-05,276.88,Credit Card,695,0
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,17c8bc95-a413-46f8-84a8-ddc2ddf15e0b,2022-01-05,235.53,Debit Card,566,0
118a9d29-2f92-4996-99f1-95d014822f53,72b91684-e6d4-465e-b401-9a9a90fcc940,2022-01-05,157.44,Credit Card,697,0
dca02eec-acda-4acc-9165-e21098543881,cbfd0aa6-fc69-4d17-9f44-2e7b57869db0,2022-01-05,79.51,Debit Card,604,1
f10c718b-1eb0-438a-a75d-d5af3c365296,2e49a904-21e7-4734-9601-44c01908b1b2,2022-01-05,37.62,Wire Transfer,670,0
94340a03-3f07-4814-91d6-3f78e3e9de99,b3f731b7-1375-4f4a-b243-3e5365410267,2022-01-05,195.86,Credit Card,736,0
14fcdd54-9e8f-4965-8a2c-827e98326856,5f541a0d-7b4b-4a29-9991-61163aa4fcd6,2022-01-05,52.03,Debit Card,610,0
90b2b633-956b-4c0c-a849-9b926b5252e3,20cbbd96-6699-4ac3-b8f8-d92a3b6c28c5,2022-01-06,76.62,PayPal,608,0
42c18a62-ef48-48d5-90fd-9d3f85d51695,f367043b-dadf-4f67-ac6d-eaa2f1b4159f,2022-01-06,187.31,PayPal,598,0
506e5a9a-b758-488d-ab73-295b344a54b8,26b16c7c-5189-479a-b934-2fbd46296ada,2022-01-06,174.29,Debit Card,633,0
21813d25-6552-48a6-83ff-50113d1a85dd,a12a8971-8239-45a8-9a61-4a73aaf39dd5,2022-01-06,58.37,PayPal,713,0
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,621285e3-407a-492f-a60d-63f3eaf590ed,2022-01-06,349.23,PayPal,594,0
ef8c485b-c07a-40f2-add4-253b50f0fd0a,24516596-e7dc-4d43-a5b5-64c91a56b638,2022-01-06,343.09,Wire Transfer,625,0
9f044aed-7552-4327-8262-7f7312922f83,9eed7567-e3ee-42db-8680-ee6db3831f62,2022-01-06,242.39,Wire Transfer,698,0
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,cf03c9ad-72d5-48d4-9ed6-d4366cfc3638,2022-01-06,242.18,Wire Transfer,681,0
8181a8cc-3691-47eb-89a2-688b12c136e0,01278844-06c5-4863-ba83-795dc4363bea,2022-01-06,242.39,Credit Card,625,0
5958a499-eeea-463e-a1e8-ac6843e42caf,a8eb963a-2888-4ad9-97d4-d81b92326c46,2022-01-06,322.66,Wire Transfer,639,0
3e896c64-e117-4ac3-919c-4ea3e1805081,e702c0d8-8875-4591-a11d-b469bde85aab,2022-01-06,265.7,Wire Transfer,695,0
702cdd20-2862-48b8-88f4-ef125e9953d2,232e84ea-dfe3-48d5-90be-629444c1a38c,2022-01-06,85.48,Wire Transfer,729,0
4d71c366-b41b-4143-8b10-550cd5704f32,2a8d16b0-30e8-4669-8fa3-3a9a453e50e0,2022-01-06,137.92,Debit Card,735,1
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,5a94ca8a-1013-4e94-9b1b-eaa3b484befe,2022-01-06,679.65,PayPal,718,0
aaf91531-0200-41f0-8768-a84fa76afde6,54f51900-dc2c-41c4-baf3-1608b0ead4df,2022-01-06,23.15,Debit Card,616,0
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,18161864-515b-445a-828a-f9a75ac8c08c,2022-01-06,112.86,Wire Transfer,740,1
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,c59ac867-b844-41e9-b5ba-f0bd455a14d6,2022-01-06,350.48,Credit Card,613,0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,a3cd07bb-94f6-46bf-99b1-af6923bb1f64,2022-01-06,90.33,Debit Card,567,0
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,aa8b73eb-3cde-4596-8cac-dd3d1ae5b384,2022-01-06,270.7,Wire Transfer,655,0
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,d9f23b37-8475-4248-8ca3-7885d7607ffe,2022-01-06,172.62,Credit Card,723,0
afffcfd2-341e-440b-97c7-00aab7b56ea7,975e1b27-ead5-465a-bc30-761e710dc918,2022-01-06,95.9,Credit Card,683,0
81627cf1-4394-42e6-9a58-7e8aa25d6b29,42cc32f8-23c0-490e-a341-0b6f7603ccca,2022-01-06,18.1,Credit Card,646,0
e87d1c78-e7c4-41c7-8049-7b717d106c60,20793a98-f94c-4458-9aff-badc7754cdfc,2022-01-06,191.92,PayPal,664,0
a2607723-17a0-4f49-8d01-280fd89a40c0,4056c9bd-bdc2-4e8f-b142-b54e5fd62bb0,2022-01-06,83.86,Credit Card,676,0
0b49452d-46d4-43f3-9450-281c6c6f7633,f882ee16-2740-45a9-a19c-5f3ddc26f6c0,2022-01-07,152.29,Wire Transfer,657,0
217d65a0-c568-41cd-9563-f61600e85ece,3c7bfe7e-8b95-48ea-8070-9d9517eaa7fa,2022-01-07,240.73,Debit Card,635,0
295d6fbf-430f-401d-bad4-09e2a319dcb4,a0d72005-411e-4bac-9192-4b21b54c54f9,2022-01-07,305.28,Debit Card,612,0
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,b34e32fc-5243-44c8-ace7-6617cc42d8ff,2022-01-07,112.56,Wire Transfer,655,0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,1c05a85b-ca8d-4149-8a29-d1fbee88891c,2022-01-07,95.75,PayPal,643,0
b0e6a969-e213-42b0-b1ee-dba313432e61,ed7bd78d-bc67-4747-ae2a-485c97382a4d,2022-01-07,51.13,PayPal,650,1
093923de-8bab-4e3b-a628-6bfbe767dcea,c58b8f79-4d71-4e47-81e6-8457f818b7eb,2022-01-07,315.46,Credit Card,702,0
8d7248e2-951f-48d0-9e84-f058d5a804eb,0a9c4b09-7e1d-490f-bbac-9b448af0744c,2022-01-07,618.17,Wire Transfer,637,0
0ab54bde-20a0-4502-ae06-809725e97977,61d81be9-a250-4d78-be22-32796e71ad1d,2022-01-07,338.65,Credit Card,639,0
eededb07-e623-4689-9d59-cd2a4eea04e7,f62e329e-32c2-4a25-9317-bf7bd45b1527,2022-01-07,389.56,Credit Card,659,0
0a368ce7-dc57-4131-b8e1-daa7cbceabde,c1ef09ec-3c06-42b3-a170-cfb3357f080b,2022-01-07,90.98,Wire Transfer,781,0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,fc761e36-96ed-49e9-96c2-eafa2b8f5009,2022-01-07,230.78,PayPal,595,1
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,1863f159-5ab2-4279-ae14-5fa48ee58a98,2022-01-07,288.01,PayPal,704,0
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,f1587598-9e15-4705-9f63-2d7a5ba3d1da,2022-01-07,66.31,Debit Card,635,0
bfddc3d9-9ee3-4c2a-b94d-62046808593f,779f00d5-571d-4650-aa7a-55500ea20640,2022-01-07,478.72,Wire Transfer,646,0
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,4a32b32a-aa5f-4169-8afb-9b2db766c0f6,2022-01-07,41.82,Credit Card,584,0
ccc56569-f9e8-4369-a999-b735dd56cc94,0ead2ebd-4662-477c-aeec-28adf5c4dab4,2022-01-07,430.57,Wire Transfer,744,0
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,a2f445e8-5563-4bf4-850f-5739e227d70e,2022-01-07,41.53,Credit Card,661,0
ecab3301-bc8f-4d29-adea-94930658663a,5bf99857-c8cd-4671-891d-bf0780e2811b,2022-01-07,69.35,Debit Card,682,0
696608aa-ee49-4329-884a-7b28550a1b46,312dd27a-87c8-4c01-86fc-96c7bc38bf24,2022-01-07,233.73,Debit Card,575,0
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2bfad69a-8a9e-416f-bd23-21add45ce2cf,2022-01-07,175.84,Debit Card,617,0
28c13091-444d-410b-bf87-e362cf8d446a,b31083a0-5215-45ee-865b-c093f90047bb,2022-01-07,121.71,Debit Card,670,0
61ee411a-1bac-47a7-b386-f7a4c991603f,7a52cd11-cb32-42ab-b5e9-fa216fef2a24,2022-01-07,466.71,Credit Card,641,0
787f2425-dbcc-4477-89e9-db0adf465290,2c01b5a6-c9dd-40a8-a78f-5465228dc422,2022-01-07,52.5,PayPal,672,0
eb1fa9f2-d10b-41d0-b317-347038f16a81,4420ccd0-8206-4e0c-bd5a-19be049af501,2022-01-08,147.83,Credit Card,755,0
d20eac17-4e20-4d1a-9983-36e375d66ed4,a890f9a8-2015-449c-bb75-10b565dcae7f,2022-01-08,254.74,Debit Card,675,0
39118497-3a43-42ba-9f0f-06cbcb9bc326,5cc7127a-2b14-4354-8767-364495a1dc98,2022-01-08,205.64,PayPal,627,0
6601ddd0-3170-4437-a8f7-ef5a060edf5b,dcbd4d9b-377a-432c-ac89-cea74e1de367,2022-01-08,98.51,Wire Transfer,617,0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,51a2427a-dff9-4d8f-a33c-e56fc7b7383e,2022-01-08,101.57,Credit Card,611,1
59e4b671-4774-4c58-85f8-bc16f7860b50,c925f7fa-1484-49d6-9f8c-2498bcb37ddd,2022-01-08,302.17,Wire Transfer,628,1
adf4e62d-6651-429e-8268-690ba43825b5,8e31ea45-2b34-452b-a44c-5b7d95ea0734,2022-01-08,311.87,Debit Card,630,0
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,de9c8ed1-2efe-4d84-ac30-663928b5cba6,2022-01-08,209.57,Wire Transfer,655,1
e08596db-1d87-4966-8710-d430f071d879,1b35caa1-c146-4fee-8235-1b4f59b164ca,2022-01-08,80.92,PayPal,676,0
94a1875d-2db6-4edb-82de-ffccf86c2ca2,bab5c54b-5a48-4fd6-aef0-17e7888546da,2022-01-08,104.3,PayPal,671,0
09cb3942-43f5-4a85-bbc9-f87af668a617,a2b89e20-ef0f-4c04-a9e7-78cbcbba7e58,2022-01-08,163.98,PayPal,656,0
587ef344-6f3f-420c-98b8-e4cc1bc044fc,e2073d92-c1c6-4bbb-ab02-38ae67de3fca,2022-01-08,182.28,Credit Card,660,0
6fb78271-504d-481f-8953-5b63ba81edd9,2c0ef6cf-727d-464a-8cc4-a7e5fd25bca9,2022-01-08,247.74,Wire Transfer,776,0
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,96c78cad-304e-461b-a943-b1548d6eb73f,2022-01-08,141.9,Wire Transfer,613,1
30a900ad-939b-462d-a645-f129629c2ae3,2e26d622-e17c-4345-807f-eda6c2aec132,2022-01-08,297.55,Wire Transfer,648,0
